,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
4415,meru,36-40,male,"20,001-50,000",certificate,subsistence_farmer_subsistence,peri_urban,yes,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,yes,no,yes,my_friends,never,rarely,rarely,whatsapp,maybe,yes,"20,001-50,000"
4416,migori,36-40,male,"0-11,000",kcpe,informal_employment__jua_kali_,urban,yes,yes,,no__against_it,raila_odinga,fred_matiangi,yes,no,no,yes,church_leaders,never,always,always,radio,no,yes,"0-11,000"
4417,meru,18-24,female,"0-11,000",kcse,unemployed,rural,no,yes,,no__against_it,william_ruto,kalonzo_musyoka,no,a_little,yes,yes,church_leaders,rarely,always,always,facebook,no,yes,"0-11,000"
4418,kisumu,25-30,male,"0-11,000",diploma,other,urban,yes,yes,,no__against_it,none,none,no,yes,yes,yes,business_leaders,never,sometimes,never,facebook,yes,yes,"0-11,000"
4419,embu,31-35,female,"0-11,000",undergraduate,unemployed,rural,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,no,my_friends,never,often,sometimes,twitter,no,yes,"0-11,000"
4420,laikipia,over-61,male,"20,001-50,000",undergraduate,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,raila_odinga,peter_kenneth,yes,a_little,no,yes,chief,always,always,often,tv,yes,yes,"20,001-50,000"
4421,embu,31-35,female,"11,001-20,000",diploma,formal_employment__teacher_acc,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,no,no_one,never,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4422,kiambu,41-50,male,"20,001-50,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,undecided,,still_deciding,william_ruto,william_ruto,thinking_about_it,no,yes,yes,mp,rarely,often,sometimes,radio,no,yes,"20,001-50,000"
4423,meru,36-40,female,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,yes,,no__against_it,william_ruto,fred_matiangi,no,no,yes,no,church_leaders,rarely,always,always,radio,no,yes,"0-11,000"
4424,migori,over-61,female,"0-11,000",none,unemployed,rural,yes,undecided,,still_deciding,raila_odinga,kalonzo_musyoka,thinking_about_it,a_little,i_do_not_know_about_it,yes,elders,sometimes,often,often,radio,no,yes,"0-11,000"
4425,machakos,31-35,female,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,other,,still_deciding,william_ruto,none,thinking_about_it,no,no,yes,church_leaders,sometimes,always,sometimes,my_friends,no,yes,"0-11,000"
4426,kitui,41-50,male,"11,001-20,000",kcse,subsistence_farmer_subsistence,rural,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,no,a_little,not_sure,no,church_leaders,never,always,often,tv,no,yes,"11,001-20,000"
4427,nairobi,36-40,male,"11,001-20,000",certificate,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,a_little,yes,yes,church_leaders,never,always,always,tv,no,yes,"11,001-20,000"
4428,kisii,25-30,male,"0-11,000",diploma,business_owner__hotel_shop_kio,informal_settlement,no,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,a_little,not_sure,yes,no_one,often,sometimes,often,radio,no,yes,"0-11,000"
4429,kiambu,18-24,female,"0-11,000",kcse,unemployed,rural,no,undecided,,still_deciding,william_ruto,none,no,no,yes,no_response,church_leaders,rarely,always,always,facebook,no,yes,"0-11,000"
4430,embu,18-24,male,"0-11,000",certificate,unemployed,rural,no,undecided,,still_deciding,fred_matiangi,fred_matiangi,no,no,i_do_not_know_about_it,yes,my_friends,sometimes,often,always,facebook,no,yes,"0-11,000"
4431,nakuru,36-40,male,"11,001-20,000",certificate,subsistence_farmer_subsistence,rural,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,yes,no_response,no,business_leaders,never,sometimes,sometimes,tv,no,undecided,"11,001-20,000"
4432,embu,36-40,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,rural,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,no,no_one,rarely,sometimes,sometimes,tv,no,yes,"20,001-50,000"
4433,laikipia,36-40,female,"11,001-20,000",diploma,unemployed,rural,yes,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,yes,yes,yes,governor,always,always,always,tv,yes,yes,"11,001-20,000"
4434,meru,41-50,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,william_ruto,william_ruto,no,yes,yes,no,my_friends,sometimes,sometimes,sometimes,tv,maybe,yes,"20,001-50,000"
4435,kericho,31-35,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,no_one,never,sometimes,often,tv,no,yes,"0-11,000"
4436,nakuru,41-50,female,"11,001-20,000",kcse,subsistence_farmer_subsistence,rural,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,none,no,a_little,yes,yes,church_leaders,never,always,often,radio,no,yes,"11,001-20,000"
4437,nakuru,31-35,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,william_ruto,none,yes,a_little,yes,yes,mp,never,always,always,tv,yes,yes,"0-11,000"
4438,meru,36-40,female,"0-11,000",kcse,unemployed,peri_urban,yes,undecided,,still_deciding,raila_odinga,fred_matiangi,thinking_about_it,a_little,i_do_not_know_about_it,yes,mp,rarely,always,always,tv,yes,yes,"0-11,000"
4439,embu,31-35,female,"11,001-20,000",certificate,cash_crop_farmer_commercial_fi,peri_urban,yes,undecided,,still_deciding,martha_karua,raila_odinga,thinking_about_it,no,not_sure,yes,chief,rarely,always,sometimes,radio,no,yes,"11,001-20,000"
4440,embu,36-40,female,"0-11,000",diploma,other,peri_urban,yes,undecided,,still_deciding,fred_matiangi,william_ruto,thinking_about_it,no,not_sure,yes,my_friends,rarely,often,rarely,tv,no,yes,"0-11,000"
4441,kericho,31-35,female,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,my_friends,never,sometimes,sometimes,tv,no,yes,"0-11,000"
4442,narok,36-40,female,"0-11,000",kcpe,unemployed,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,i_do_not_know_about_it,yes,church_leaders,never,always,sometimes,tv,no,yes,"0-11,000"
4443,migori,41-50,male,"50,001-100,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,the_referendum_will_cost_too_much,no__against_it,william_ruto,musalia_mudavadi,no,no,yes,yes,chief,never,sometimes,sometimes,tv,no,yes,"50,001-100,000"
4444,kitui,18-24,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,undecided,,no__against_it,none,none,don_t_care,yes,i_do_not_know_about_it,no_response,my_friends,rarely,always,sometimes,radio,maybe,yes,"0-11,000"
4445,kitui,51-60,male,"11,001-20,000",none,subsistence_farmer_subsistence,rural,yes,undecided,,no__against_it,william_ruto,kalonzo_musyoka,no,no,yes,yes,elders,rarely,often,always,radio,no,yes,"11,001-20,000"
4446,nairobi,36-40,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,no,i_am_not_interested,no__against_it,kalonzo_musyoka,none,no,a_little,yes,yes,mcas,never,often,often,tv,maybe,yes,"20,001-50,000"
4447,nairobi,41-50,female,"50,001-100,000",undergraduate,formal_employment__teacher_acc,urban,yes,no,current_constitution_is_ok,no__against_it,william_ruto,kalonzo_musyoka,no,a_little,yes,yes,church_leaders,never,often,often,tv,no,yes,"50,001-100,000"
4448,kitui,36-40,female,"20,001-50,000",postgraduate,hustler,peri_urban,no,no,i_am_not_interested,i_will_not_vote,none,none,no,no,no,no,no_one,never,never,never,whatsapp,no,no,"20,001-50,000"
4449,kisumu,36-40,female,"0-11,000",kcpe,informal_employment__jua_kali_,urban,yes,yes,,yes__for_it,raila_odinga,none,yes,no,no,yes,my_friends,never,never,rarely,tv,no,yes,"0-11,000"
4450,embu,51-60,male,"50,001-100,000",postgraduate,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,william_ruto,fred_matiangi,thinking_about_it,a_little,not_sure,yes,governor,rarely,always,sometimes,tv,maybe,yes,"50,001-100,000"
4451,nyeri,31-35,female,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,yes,church_leaders,rarely,sometimes,sometimes,whatsapp,yes,yes,"0-11,000"
4452,nairobi,41-50,female,"0-11,000",kcpe,informal_employment__jua_kali_,urban,yes,yes,,no__against_it,william_ruto,william_ruto,don_t_care,no,yes,no,my_friends,rarely,often,sometimes,tv,i_don_t_care,undecided,"0-11,000"
4453,embu,25-30,female,"0-11,000",diploma,unemployed,peri_urban,yes,yes,,no__against_it,william_ruto,musalia_mudavadi,no,no,no,yes,my_friends,never,sometimes,never,radio,no,yes,"0-11,000"
4454,nakuru,31-35,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,none,none,yes,a_little,no_response,no_response,no_one,never,never,always,radio,no,yes,"0-11,000"
4455,narok,25-30,female,"0-11,000",none,unemployed,informal_settlement,no,yes,,yes__for_it,raila_odinga,none,yes,no,i_do_not_know_about_it,yes,elders,often,always,always,radio,no,yes,"0-11,000"
4456,narok,31-35,male,"20,001-50,000",undergraduate,business_owner__hotel_shop_kio,peri_urban,yes,no,current_constitution_is_ok,no__against_it,none,none,no,yes,no,yes,church_leaders,never,always,always,tv,maybe,undecided,"20,001-50,000"
4457,nakuru,25-30,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,no,undecided,,still_deciding,william_ruto,none,no,a_little,yes,yes,no_one,never,always,always,tv,no,yes,"0-11,000"
4458,kitui,36-40,male,"20,001-50,000",certificate,business_owner__hotel_shop_kio,rural,no,other,,no__against_it,kalonzo_musyoka,gideon_moi,no,no,no,yes,mcas,never,sometimes,rarely,twitter,no,no,"20,001-50,000"
4459,nyeri,51-60,female,"11,001-20,000",certificate,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,none,no,no,no,no,mcas,never,sometimes,always,tv,no,no,"11,001-20,000"
4460,kericho,31-35,female,"0-11,000",kcse,hustler,rural,yes,yes,,no__against_it,william_ruto,none,no,no,yes,no,no_one,rarely,sometimes,often,tv,no,yes,"0-11,000"
4461,nyeri,31-35,female,"0-11,000",kcse,informal_employment__jua_kali_,urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,a_little,yes,yes,elders,rarely,sometimes,often,radio,no,undecided,"0-11,000"
4462,kiambu,41-50,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,i_will_not_vote,william_ruto,none,no,no,yes,no,church_leaders,sometimes,sometimes,sometimes,radio,no,yes,"0-11,000"
4463,narok,25-30,female,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,raila_odinga,none,no,no,no,yes,church_leaders,never,always,sometimes,radio,no,yes,"11,001-20,000"
4464,narok,41-50,female,"0-11,000",kcpe,unemployed,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,not_sure,yes,mcas,sometimes,sometimes,often,tv,no,yes,"0-11,000"
4465,narok,41-50,male,"11,001-20,000",kcpe,transport__matatu__lorry_boda_,rural,yes,yes,,no__against_it,william_ruto,none,no,no,yes,no,mcas,sometimes,always,always,tv,no,yes,"11,001-20,000"
4466,machakos,25-30,male,"0-11,000",kcse,other,rural,yes,other,,still_deciding,kalonzo_musyoka,william_ruto,thinking_about_it,a_little,not_sure,no_response,governor,sometimes,often,rarely,facebook,maybe,undecided,"0-11,000"
4467,kitui,41-50,male,"50,001-100,000",undergraduate,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,william_ruto,william_ruto,thinking_about_it,a_little,yes,yes,no_one,never,sometimes,often,tv,yes,yes,"50,001-100,000"
4468,nairobi,31-35,male,"0-11,000",kcpe,hustler,peri_urban,no,no,i_am_not_interested,i_will_not_vote,none,none,don_t_care,a_little,no,yes,no_one,never,rarely,never,radio,no,no,"0-11,000"
4469,kisii,25-30,male,"0-11,000",diploma,unemployed,peri_urban,no,yes,,still_deciding,william_ruto,fred_matiangi,don_t_care,no,yes,yes,no_one,never,sometimes,often,facebook,no,yes,"0-11,000"
4470,kisii,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,no,undecided,,still_deciding,william_ruto,none,don_t_care,no,yes,no_response,no_one,never,sometimes,sometimes,radio,i_don_t_care,undecided,"0-11,000"
4471,kiambu,36-40,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,none,none,yes,yes,i_do_not_know_about_it,yes,church_leaders,sometimes,sometimes,sometimes,tv,yes,yes,"11,001-20,000"
4472,nakuru,25-30,female,"0-11,000",kcse,hustler,rural,yes,undecided,,i_will_not_vote,none,none,no,no,yes,no,no_one,never,never,always,tv,no,undecided,"0-11,000"
4473,nakuru,31-35,female,"0-11,000",certificate,unemployed,rural,no,no,i_am_not_interested,i_will_not_vote,william_ruto,none,no,a_little,yes,no,church_leaders,never,always,always,tv,no,undecided,"0-11,000"
4474,nairobi,25-30,male,"0-11,000",kcse,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,yes,no,yes,my_friends,never,often,often,radio,yes,yes,"0-11,000"
4475,nyeri,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,urban,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,yes,my_friends,rarely,sometimes,sometimes,radio,yes,yes,"0-11,000"
4476,machakos,51-60,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,no,yes,mp,always,rarely,sometimes,tv,maybe,yes,"11,001-20,000"
4477,nairobi,18-24,male,"0-11,000",kcse,hustler,urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,thinking_about_it,a_little,not_sure,yes,church_leaders,rarely,often,often,tv,no,undecided,"0-11,000"
4478,laikipia,41-50,male,"20,001-50,000",diploma,unemployed,peri_urban,yes,yes,,yes__for_it,raila_odinga,william_ruto,yes,yes,no,yes,my_friends,always,rarely,rarely,tv,yes,yes,"20,001-50,000"
4479,mombasa,41-50,male,"11,001-20,000",kcse,informal_employment__jua_kali_,urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,a_little,no,yes,no_one,never,never,sometimes,radio,maybe,no,"11,001-20,000"
4480,embu,18-24,female,"0-11,000",kcse,unemployed,peri_urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,no,my_friends,never,always,never,twitter,no,yes,"0-11,000"
4481,nakuru,18-24,male,"0-11,000",kcse,unemployed,rural,no,undecided,,still_deciding,william_ruto,none,no,no,yes,yes,no_one,never,always,always,tv,no,yes,"0-11,000"
4482,nakuru,41-50,male,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,none,none,yes,yes,no_response,yes,mp,never,always,always,radio,yes,yes,"0-11,000"
4483,kisumu,31-35,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,urban,no,no,i_am_not_interested,i_will_not_vote,william_ruto,william_ruto,no,no,yes,yes,elders,never,sometimes,sometimes,radio,no,yes,"20,001-50,000"
4484,kisumu,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,a_little,no,yes,elders,never,sometimes,always,radio,no,yes,"11,001-20,000"
4485,narok,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_am_not_interested,no__against_it,none,none,no,no,i_do_not_know_about_it,yes,elders,never,often,sometimes,radio,no,undecided,"0-11,000"
4486,embu,41-50,male,"20,001-50,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,undecided,,still_deciding,kalonzo_musyoka,raila_odinga,thinking_about_it,no,no,yes,church_leaders,never,always,sometimes,radio,no,undecided,"20,001-50,000"
4487,nakuru,25-30,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,william_ruto,none,yes,a_little,yes,no_response,governor,never,always,always,tv,maybe,yes,"0-11,000"
4488,machakos,41-50,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,not_sure,no,mp,sometimes,sometimes,never,tv,no,yes,"0-11,000"
4489,kirinyaga,41-50,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,still_deciding,william_ruto,musalia_mudavadi,thinking_about_it,a_little,not_sure,no_response,mp,always,often,sometimes,tv,no,yes,"11,001-20,000"
4490,nairobi,25-30,female,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,yes,yes,no,yes,my_friends,rarely,rarely,sometimes,tv,maybe,yes,"11,001-20,000"
4491,kiambu,41-50,female,"11,001-20,000",diploma,other,rural,yes,yes,,no__against_it,none,none,no,no,not_sure,yes,church_leaders,never,always,sometimes,tv,no,yes,"11,001-20,000"
4492,narok,36-40,female,"20,001-50,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,a_little,i_do_not_know_about_it,yes,church_leaders,never,always,sometimes,radio,no,undecided,"20,001-50,000"
4493,migori,41-50,female,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,yes,no,yes,mp,sometimes,often,always,tv,yes,yes,"11,001-20,000"
4494,kitui,41-50,female,"100,001-200,000",diploma,cash_crop_farmer_commercial_fi,rural,yes,yes,,no__against_it,william_ruto,musalia_mudavadi,no,yes,yes,yes,no_one,rarely,rarely,sometimes,tv,yes,yes,"100,001-200,000"
4495,kitui,41-50,female,"20,001-50,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,martha_karua,kalonzo_musyoka,yes,yes,no,yes,no_one,rarely,always,always,tv,yes,yes,"20,001-50,000"
4496,nakuru,25-30,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,william_ruto,none,no,a_little,yes,no,mp,rarely,sometimes,always,tv,no,yes,"0-11,000"
4497,nakuru,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,yes,no,mp,never,often,often,tv,no,undecided,"0-11,000"
4498,machakos,41-50,male,"11,001-20,000",undergraduate,formal_employment__teacher_acc,rural,yes,undecided,,still_deciding,kalonzo_musyoka,peter_kenneth,no,yes,no,no,business_leaders,often,sometimes,rarely,newspapers,yes,yes,"11,001-20,000"
4499,kisumu,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,still_deciding,none,none,yes,no,yes,yes,church_leaders,never,never,sometimes,radio,no,yes,"0-11,000"
4500,nairobi,31-35,female,"0-11,000",kcse,unemployed,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,peter_kenneth,yes,yes,yes,yes,business_leaders,never,always,always,tv,yes,yes,"0-11,000"
4501,embu,18-24,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,kalonzo_musyoka,fred_matiangi,no,no,no,no,no_one,rarely,sometimes,sometimes,radio,no,undecided,"0-11,000"
4502,meru,18-24,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,no,undecided,,still_deciding,william_ruto,raila_odinga,no,no,yes,yes,mp,sometimes,sometimes,always,whatsapp,yes,yes,"11,001-20,000"
4503,mombasa,36-40,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,yes,undecided,,still_deciding,none,none,no,no,no,yes,no_one,rarely,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4504,narok,41-50,male,"11,001-20,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,i_do_not_know_about_it,yes,mp,often,often,sometimes,tv,yes,yes,"11,001-20,000"
4505,embu,18-24,female,"0-11,000",certificate,transport__matatu__lorry_boda_,rural,no,undecided,,still_deciding,raila_odinga,fred_matiangi,yes,a_little,not_sure,yes,church_leaders,rarely,often,often,facebook,no,yes,"0-11,000"
4506,embu,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,none,none,no,no,no,no_response,no_one,never,sometimes,sometimes,whatsapp,no,no,"20,001-50,000"
4507,nakuru,18-24,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,no,undecided,,still_deciding,none,none,no,no,no_response,no,my_friends,never,sometimes,never,tv,no,undecided,"0-11,000"
4508,laikipia,18-24,male,"0-11,000",kcse,hustler,peri_urban,no,yes,,yes__for_it,musalia_mudavadi,none,yes,a_little,yes,yes,mcas,always,always,always,whatsapp,maybe,yes,"0-11,000"
4509,kiambu,25-30,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,i_will_not_vote,raila_odinga,none,thinking_about_it,no,not_sure,yes,church_leaders,sometimes,sometimes,sometimes,tv,no,yes,"0-11,000"
4510,machakos,41-50,male,"11,001-20,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,william_ruto,none,no,a_little,no,no,mp,rarely,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4511,kisii,31-35,male,"0-11,000",kcse,business_owner__hotel_shop_kio,informal_settlement,no,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,no,not_sure,yes,no_one,sometimes,often,always,radio,no,yes,"0-11,000"
4512,embu,25-30,male,"0-11,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,no,my_friends,rarely,rarely,never,radio,no,undecided,"0-11,000"
4513,nakuru,unknown,male,"0-11,000",kcse,unemployed,peri_urban,yes,undecided,,still_deciding,none,none,no,no,no,no_response,mp,always,always,always,radio,no,undecided,"0-11,000"
4514,nakuru,25-30,male,"11,001-20,000",kcpe,transport__matatu__lorry_boda_,peri_urban,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,no,governor,rarely,sometimes,always,tv,yes,yes,"11,001-20,000"
4515,kiambu,25-30,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,musalia_mudavadi,none,yes,yes,no,yes,church_leaders,sometimes,sometimes,sometimes,facebook,yes,yes,"11,001-20,000"
4516,meru,25-30,female,"0-11,000",kcse,unemployed,rural,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,musalia_mudavadi,no,a_little,yes,yes,church_leaders,rarely,always,always,tv,no,no,"0-11,000"
4517,meru,31-35,male,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,undecided,,still_deciding,william_ruto,peter_kenneth,thinking_about_it,a_little,i_do_not_know_about_it,yes,church_leaders,always,always,always,radio,no,yes,"11,001-20,000"
4518,kitui,25-30,female,"11,001-20,000",certificate,formal_employment__teacher_acc,peri_urban,yes,undecided,,no__against_it,william_ruto,gideon_moi,don_t_care,no,yes,no,no_one,never,never,never,twitter,i_don_t_care,yes,"11,001-20,000"
4519,laikipia,41-50,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,raila_odinga,william_ruto,yes,yes,no,yes,my_friends,never,rarely,always,tv,no,yes,"20,001-50,000"
4520,nairobi,41-50,female,"50,001-100,000",diploma,business_owner__hotel_shop_kio,peri_urban,yes,yes,,still_deciding,william_ruto,william_ruto,don_t_care,no,yes,yes,church_leaders,sometimes,always,always,tv,no,yes,"50,001-100,000"
4521,mombasa,36-40,male,"0-11,000",kcpe,informal_employment__jua_kali_,informal_settlement,yes,undecided,,still_deciding,none,none,no,no,no,yes,governor,sometimes,sometimes,often,radio,no,response,"0-11,000"
4522,nairobi,25-30,male,"0-11,000",kcse,hustler,urban,no,yes,,no__against_it,william_ruto,william_ruto,don_t_care,yes,yes,yes,my_friends,sometimes,often,always,twitter,i_don_t_care,no,"0-11,000"
4523,uasin_gishu,41-50,female,"0-11,000",kcpe,hustler,peri_urban,yes,yes,,no__against_it,william_ruto,none,no,no,yes,yes,elders,rarely,always,always,radio,no,yes,"0-11,000"
4524,kirinyaga,31-35,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,no__against_it,william_ruto,gideon_moi,no,no,i_do_not_know_about_it,yes,church_leaders,sometimes,often,always,tv,no,yes,"0-11,000"
4525,nairobi,31-35,male,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,don_t_care,yes,no,no,no_one,never,sometimes,rarely,tv,yes,undecided,"11,001-20,000"
4526,kiambu,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,no,yes,mp,always,sometimes,sometimes,newspapers,yes,yes,"20,001-50,000"
4527,nakuru,25-30,female,"0-11,000",kcse,hustler,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,yes,yes,no_one,never,always,always,tv,no,undecided,"0-11,000"
4528,nairobi,31-35,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,raila_odinga,kalonzo_musyoka,thinking_about_it,a_little,yes,yes,my_friends,never,sometimes,sometimes,tv,no,no,"20,001-50,000"
4529,kakamega,41-50,female,"0-11,000",kcse,unemployed,rural,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,musalia_mudavadi,william_ruto,no,yes,yes,no,my_friends,never,sometimes,sometimes,radio,no,yes,"0-11,000"
4530,nakuru,36-40,female,"0-11,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,none,none,no,no,yes,yes,mp,never,always,always,tv,no,yes,"0-11,000"
4531,machakos,36-40,female,"20,001-50,000",undergraduate,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,william_ruto,yes,yes,not_sure,yes,my_friends,sometimes,often,always,tv,yes,undecided,"20,001-50,000"
4532,kitui,25-30,female,"50,001-100,000",postgraduate,subsistence_farmer_subsistence,peri_urban,yes,other,,i_will_not_vote,william_ruto,peter_kenneth,don_t_care,no,not_sure,no_response,business_leaders,sometimes,rarely,never,radio,no,yes,"50,001-100,000"
4533,kitui,41-50,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,kalonzo_musyoka,kalonzo_musyoka,yes,a_little,no,yes,elders,sometimes,often,always,radio,maybe,yes,"0-11,000"
4534,nairobi,36-40,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,william_ruto,william_ruto,yes,a_little,yes,yes,church_leaders,rarely,always,always,radio,no,yes,"20,001-50,000"
4535,kiambu,18-24,male,"11,001-20,000",kcse,informal_employment__jua_kali_,rural,no,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,no_response,church_leaders,never,always,sometimes,facebook,no,yes,"11,001-20,000"
4536,mombasa,41-50,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,yes,business_leaders,rarely,rarely,rarely,radio,maybe,undecided,"11,001-20,000"
